1,4/2/1990,0,17,15,2,0
2,4/2/1990,0,4,8,2,0
3,4/2/1990,0,5,14,2,0
4,4/3/1990,0,11,7,2,0
5,4/3/1990,0,12,6,2,0
6,4/3/1990,0,16,10,2,0
7,4/3/1990,0,17,15,2,0
8,4/3/1990,0,2,13,2,0
9,4/3/1990,0,3,18,2,0
10,4/3/1990,0,4,8,2,0
11,4/3/1990,0,5,14,2,0
12,4/3/1990,0,9,1,2,0
13,4/4/1990,0,11,7,2,0
14,4/4/1990,0,12,6,2,0
15,4/4/1990,0,16,10,2,0
16,4/4/1990,0,17,15,2,0
17,4/4/1990,0,2,13,2,0
18,4/4/1990,0,3,18,2,0
19,4/4/1990,0,4,8,2,0
20,4/4/1990,0,5,14,2,0
21,4/4/1990,0,9,1,2,0
22,4/5/1990,0,11,7,2,0
23,4/5/1990,0,12,6,2,0
24,4/5/1990,0,16,10,2,0
25,4/5/1990,0,17,15,2,0
26,4/5/1990,0,2,13,2,0
27,4/5/1990,0,3,18,2,0
28,4/5/1990,0,4,8,2,0
29,4/5/1990,0,9,1,2,0
30,4/6/1990,0,10,3,2,0
31,4/6/1990,0,12,11,2,0
32,4/6/1990,0,14,2,2,0
33,4/6/1990,0,15,13,2,0
34,4/6/1990,0,16,1,2,0
35,4/6/1990,0,4,6,2,0
36,4/6/1990,0,7,17,2,0
37,4/6/1990,0,8,18,2,0
38,4/6/1990,0,9,5,2,0
39,4/7/1990,0,10,3,2,0
40,4/7/1990,0,12,11,2,0
41,4/7/1990,0,14,2,2,0
42,4/7/1990,0,15,13,2,0
43,4/7/1990,0,16,1,2,0
44,4/7/1990,0,4,6,2,0
45,4/7/1990,0,7,17,2,0
46,4/7/1990,0,8,18,2,0
47,4/7/1990,0,9,5,2,0
48,4/8/1990,0,10,3,2,0
49,4/8/1990,0,12,11,2,0
50,4/8/1990,0,14,2,2,0
51,4/8/1990,0,15,13,2,0
52,4/8/1990,0,16,1,2,0
53,4/8/1990,0,4,6,2,0
54,4/8/1990,0,7,17,2,0
55,4/8/1990,0,8,18,2,0
56,4/8/1990,0,9,5,2,0
57,4/9/1990,0,11,10,2,0
58,4/9/1990,0,13,12,2,0
59,4/9/1990,0,15,5,2,0
60,4/9/1990,0,17,9,2,0
61,4/9/1990,0,3,16,2,0
62,4/9/1990,0,6,18,2,0
63,4/10/1990,0,1,8,2,0
64,4/10/1990,0,11,10,2,0
65,4/10/1990,0,13,12,2,0
66,4/10/1990,0,14,7,2,0
67,4/10/1990,0,15,5,2,0
68,4/10/1990,0,17,9,2,0
69,4/10/1990,0,2,4,2,0
70,4/10/1990,0,3,16,2,0
71,4/10/1990,0,6,18,2,0
72,4/11/1990,0,1,8,2,0
73,4/11/1990,0,11,10,2,0
74,4/11/1990,0,13,12,2,0
75,4/11/1990,0,14,7,2,0
76,4/11/1990,0,15,5,2,0
77,4/11/1990,0,17,9,2,0
78,4/11/1990,0,2,4,2,0
79,4/11/1990,0,3,16,2,0
80,4/11/1990,0,6,18,2,0
81,4/12/1990,0,1,8,2,0
82,4/12/1990,0,11,10,2,0
83,4/12/1990,0,14,7,2,0
84,4/12/1990,0,15,5,2,0
85,4/12/1990,0,17,9,2,0
86,4/12/1990,0,2,4,2,0
87,4/12/1990,0,6,12,2,0
88,4/13/1990,0,10,4,2,0
89,4/13/1990,0,11,2,2,0
90,4/13/1990,0,13,7,2,0
91,4/13/1990,0,14,15,2,0
92,4/13/1990,0,16,9,2,0
93,4/13/1990,0,18,1,2,0
94,4/13/1990,0,5,3,2,0
95,4/13/1990,0,6,12,2,0
96,4/13/1990,0,8,17,2,0
97,4/14/1990,0,10,4,2,0
98,4/14/1990,0,11,2,2,0
99,4/14/1990,0,13,7,2,0
100,4/14/1990,0,14,15,2,0
101,4/14/1990,0,16,9,2,0
102,4/14/1990,0,18,1,2,0
103,4/14/1990,0,5,3,2,0
104,4/14/1990,0,6,12,2,0
105,4/14/1990,0,8,17,2,0
